2502.192,1431.1955344374835
25,1854,2023-04-26T13:45:07.259990
26,329,2023-04-27T06:49:07.259991
19,940,2023-04-27T08:43:07.259993
3,4438,2023-04-26T23:28:07.259995
14,4350,2023-04-27T04:04:07.259997
2,2395,2023-04-27T11:42:07.259999
11,1059,2023-04-27T02:47:07.260001
10,1056,2023-04-26T18:46:07.260003
4,3849,2023-04-27T00:01:07.260004
29,3630,2023-04-26T15:30:07.260006
15,3722,2023-04-27T10:46:07.260008
19,2265,2023-04-26T18:04:07.260010
18,4963,2023-04-27T11:05:07.260012
8,1512,2023-04-27T13:14:07.260014
24,3142,2023-04-26T18:13:07.260016
15,4539,2023-04-26T21:39:07.260017
18,4952,2023-04-27T07:19:07.260019
16,2499,2023-04-26T23:11:07.260021
21,2879,2023-04-26T19:06:07.260023
10,4261,2023-04-27T07:32:07.260025
0,267,2023-04-27T02:34:07.260027
9,2042,2023-04-26T15:10:07.260029
18,4469,2023-04-27T11:14:07.260030
8,3138,2023-04-26T15:14:07.260032
20,354,2023-04-27T10:06:07.260034
27,4763,2023-04-27T09:36:07.260036
9,3308,2023-04-26T16:41:07.260038
27,28,2023-04-26T18:55:07.260040
5,4301,2023-04-26T19:35:07.260042
28,2483,2023-04-27T12:50:07.260043
10,700,2023-04-26T23:07:07.260045
2,1565,2023-04-27T05:10:07.260047
12,4438,2023-04-27T08:53:07.260049
28,4281,2023-04-26T23:11:07.260051
8,3477,2023-04-26T17:33:07.260053
26,2770,2023-04-26T18:48:07.260054
22,2380,2023-04-27T12:47:07.260056
3,4411,2023-04-27T10:05:07.260058
6,3663,2023-04-26T21:39:07.260060
4,555,2023-04-26T13:31:07.260062
28,4888,2023-04-27T05:04:07.260063
7,329,2023-04-27T07:10:07.260065
4,4538,2023-04-27T05:14:07.260067
16,4675,2023-04-26T18:48:07.260069
28,1266,2023-04-26T14:34:07.260071
6,1554,2023-04-27T06:23:07.260073
0,580,2023-04-26T17:44:07.260074
3,2229,2023-04-27T02:25:07.260076
10,2840,2023-04-27T06:49:07.260078
16,3490,2023-04-27T10:00:07.260080
10,1332,2023-04-27T07:06:07.260082
18,4355,2023-04-27T12:50:07.260084
12,1995,2023-04-27T09:50:07.260086
22,2499,2023-04-26T22:14:07.260087
8,4486,2023-04-27T02:07:07.260089
0,2721,2023-04-26T21:08:07.260091
23,3184,2023-04-27T06:20:07.260093
25,3184,2023-04-27T09:05:07.260095
6,3350,2023-04-27T02:33:07.260097
7,3424,2023-04-27T00:29:07.260099
29,4504,2023-04-27T09:40:07.260100
2,4480,2023-04-26T18:53:07.260102
9,1251,2023-04-27T04:24:07.260104
13,4424,2023-04-26T18:22:07.260106
27,3567,2023-04-26T22:52:07.260108
19,3022,2023-04-27T00:52:07.260110
3,2829,2023-04-27T07:37:07.260111
3,888,2023-04-27T10:57:07.260114
25,4784,2023-04-27T04:16:07.260115
28,4297,2023-04-27T07:58:07.260117
24,4970,2023-04-26T19:49:07.260119
5,4528,2023-04-26T20:41:07.260121
10,1077,2023-04-27T05:50:07.260123
1,1942,2023-04-26T19:16:07.260125
2,1143,2023-04-26T22:25:07.260127
29,1232,2023-04-26T22:30:07.260128
26,4292,2023-04-26T20:21:07.260130
29,469,2023-04-27T00:17:07.260132
28,4365,2023-04-27T02:30:07.260134
7,4813,2023-04-26T13:50:07.260136
13,2231,2023-04-27T06:45:07.260138
27,1796,2023-04-26T18:46:07.260139
17,1809,2023-04-26T20:58:07.260141
15,748,2023-04-27T13:09:07.260143
22,1580,2023-04-27T11:00:07.260145
6,65,2023-04-27T06:37:07.260147
22,1527,2023-04-27T04:24:07.260149
12,3446,2023-04-27T06:26:07.260151
12,647,2023-04-27T03:28:07.260152
1,1530,2023-04-26T14:41:07.260154
7,3107,2023-04-27T02:09:07.260156
4,267,2023-04-26T23:03:07.260158
27,3017,2023-04-27T03:23:07.260160
27,2997,2023-04-26T19:42:07.260162
21,4198,2023-04-26T23:04:07.260164
13,800,2023-04-27T10:21:07.260165
27,86,2023-04-26T20:57:07.260167
17,1568,2023-04-27T05:40:07.260169
26,4385,2023-04-27T06:23:07.260171
15,2575,2023-04-26T15:09:07.260173
13,2742,2023-04-26T18:23:07.260175
29,4610,2023-04-26T23:44:07.260176
23,3359,2023-04-27T03:23:07.260178
27,2573,2023-04-26T16:49:07.260180
12,1373,2023-04-27T09:47:07.260182
24,3582,2023-04-27T08:34:07.260184
16,3081,2023-04-26T18:47:07.260186
19,3722,2023-04-27T12:39:07.260187
10,5248,2023-04-26T22:05:07.260189
6,2529,2023-04-27T01:35:07.260191
14,4314,2023-04-27T07:43:07.260193
7,1428,2023-04-27T01:57:07.260195
21,3529,2023-04-26T16:54:07.260197
8,28,2023-04-26T19:13:07.260198
17,1350,2023-04-27T01:18:07.260200
11,1127,2023-04-27T05:15:07.260202
1,4198,2023-04-27T01:32:07.260204
16,4441,2023-04-27T07:29:07.260206
3,1153,2023-04-26T16:23:07.260207
17,72,2023-04-26T15:36:07.260209
27,1983,2023-04-27T02:41:07.260211
15,3722,2023-04-26T16:24:07.260213
8,4336,2023-04-27T04:19:07.260215
18,3256,2023-04-26T18:11:07.260217
20,1153,2023-04-26T13:48:07.260218
25,3017,2023-04-26T17:38:07.260220
21,4644,2023-04-26T16:34:07.260222
29,3608,2023-04-26T14:12:07.260224
18,1480,2023-04-27T11:28:07.260226
9,1922,2023-04-27T07:13:07.260227
28,2381,2023-04-26T21:08:07.260229
26,4557,2023-04-26T14:35:07.260231
8,2213,2023-04-27T08:01:07.260233
9,4641,2023-04-26T18:13:07.260235
9,1942,2023-04-27T05:53:07.260237
23,3852,2023-04-27T04:20:07.260239
15,2412,2023-04-27T07:12:07.260241
17,4091,2023-04-26T15:32:07.260243
21,1553,2023-04-26T22:22:07.260244
17,494,2023-04-27T01:02:07.260246
7,2570,2023-04-26T14:32:07.260248
5,1328,2023-04-26T21:50:07.260250
20,514,2023-04-27T12:22:07.260252
16,3852,2023-04-27T12:05:07.260254
9,3389,2023-04-27T07:47:07.260255
14,4391,2023-04-26T16:03:07.260257
13,1453,2023-04-26T19:34:07.260259
24,1218,2023-04-26T17:37:07.260261
27,2609,2023-04-26T18:47:07.260263
15,1854,2023-04-26T20:25:07.260265
0,1467,2023-04-27T06:28:07.260266
6,1870,2023-04-27T01:10:07.260268
0,2967,2023-04-27T07:07:07.260270
10,1685,2023-04-27T10:35:07.260272
10,792,2023-04-27T08:15:07.260274
15,2085,2023-04-26T23:23:07.260276
28,1226,2023-04-26T14:00:07.260278
24,3113,2023-04-27T00:36:07.260280
3,3478,2023-04-27T06:30:07.260282
1,197,2023-04-27T02:19:07.260283
21,1495,2023-04-26T22:01:07.260285
26,2584,2023-04-27T04:44:07.260287
22,940,2023-04-27T05:40:07.260289
16,1951,2023-04-27T11:01:07.260291
29,1561,2023-04-26T23:46:07.260293
23,4780,2023-04-27T10:04:07.260295
10,4001,2023-04-27T03:22:07.260297
20,2916,2023-04-26T22:35:07.260298
26,512,2023-04-27T07:02:07.260300
0,4667,2023-04-26T21:56:07.260302
1,3376,2023-04-27T08:19:07.260304
16,3417,2023-04-26T23:40:07.260306
16,651,2023-04-26T18:41:07.260308
23,1945,2023-04-26T15:45:07.260310
14,2428,2023-04-27T07:45:07.260312
0,1459,2023-04-27T02:42:07.260314
0,2892,2023-04-27T05:52:07.260315
16,1574,2023-04-27T11:03:07.260317
28,1523,2023-04-26T19:15:07.260319
2,1580,2023-04-26T15:32:07.260321
19,539,2023-04-27T10:56:07.260323
9,4952,2023-04-27T12:05:07.260324
10,848,2023-04-27T11:59:07.260326
26,2500,2023-04-27T11:10:07.260328
3,3179,2023-04-27T12:32:07.260330
7,2265,2023-04-26T23:58:07.260332
0,942,2023-04-27T03:12:07.260335
0,4276,2023-04-26T19:05:07.260337
4,4104,2023-04-26T19:10:07.260339
10,4917,2023-04-26T15:34:07.260341
24,3387,2023-04-27T05:46:07.260343
15,4314,2023-04-26T23:14:07.260345
22,215,2023-04-26T13:38:07.260347
19,3637,2023-04-27T02:05:07.260349
28,935,2023-04-27T02:51:07.260351
15,1738,2023-04-26T22:31:07.260353
23,853,2023-04-27T11:48:07.260354
13,1730,2023-04-27T10:56:07.260356
15,4006,2023-04-26T22:33:07.260358
18,3022,2023-04-27T13:13:07.260360
23,250,2023-04-26T14:04:07.260362
9,3109,2023-04-27T07:56:07.260364
24,812,2023-04-27T09:48:07.260365
4,3876,2023-04-27T01:07:07.260367
13,207,2023-04-26T17:17:07.260369
9,4510,2023-04-27T02:34:07.260371
10,2694,2023-04-26T22:51:07.260373
27,4006,2023-04-27T05:35:07.260375
0,197,2023-04-26T15:09:07.260377
19,3023,2023-04-26T14:56:07.260378
9,979,2023-04-26T13:46:07.260380
5,2361,2023-04-26T23:39:07.260382
29,3438,2023-04-26T18:35:07.260384
24,374,2023-04-27T03:08:07.260386
24,3349,2023-04-27T12:22:07.260388
15,2718,2023-04-27T09:26:07.260389
24,3931,2023-04-26T21:00:07.260391
4,1045,2023-04-27T05:28:07.260393
29,2598,2023-04-27T06:25:07.260395
3,1561,2023-04-26T22:26:07.260397
3,2738,2023-04-27T12:39:07.260399
7,762,2023-04-27T06:57:07.260400
0,1066,2023-04-27T02:42:07.260402
18,3529,2023-04-26T16:28:07.260404
4,1467,2023-04-26T19:36:07.260406
1,2409,2023-04-26T19:42:07.260408
7,3358,2023-04-27T01:19:07.260410
0,17,2023-04-27T00:00:07.260412
4,1350,2023-04-27T07:06:07.260413
1,2515,2023-04-27T10:34:07.260415
16,2355,2023-04-26T16:04:07.260417
0,1328,2023-04-26T14:58:07.260419
20,76,2023-04-26T22:16:07.260421
12,1760,2023-04-27T09:33:07.260423
6,2380,2023-04-27T10:38:07.260425
12,729,2023-04-27T13:20:07.260426
15,617,2023-04-26T21:49:07.260428
12,3621,2023-04-27T04:17:07.260430
2,2187,2023-04-27T07:11:07.260432
4,3184,2023-04-26T21:05:07.260434
28,2371,2023-04-27T01:25:07.260436
24,1348,2023-04-27T09:25:07.260438
7,5000,2023-04-26T22:55:07.260440
5,718,2023-04-26T20:08:07.260441
27,469,2023-04-26T13:46:07.260443
14,1123,2023-04-27T07:44:07.260445
2,3446,2023-04-27T12:21:07.260447
21,1470,2023-04-27T07:27:07.260449
2,2395,2023-04-27T04:30:07.260451
24,4963,2023-04-27T02:02:07.260453
28,3211,2023-04-26T17:22:07.260454
13,648,2023-04-26T15:24:07.260456
23,3042,2023-04-27T11:59:07.260458
18,1704,2023-04-27T12:11:07.260460
11,3167,2023-04-27T04:43:07.260462
9,1788,2023-04-27T05:19:07.260464
16,4971,2023-04-26T22:32:07.260465
16,4292,2023-04-27T06:09:07.260467
3,4020,2023-04-27T09:00:07.260469
24,1653,2023-04-27T11:14:07.260471
2,4491,2023-04-27T10:01:07.260473
23,994,2023-04-27T12:32:07.260475
5,794,2023-04-26T21:14:07.260476
24,4610,2023-04-27T05:44:07.260478
23,2926,2023-04-26T15:46:07.260480
12,5000,2023-04-27T07:22:07.260482
1,4467,2023-04-26T22:58:07.260484
18,3180,2023-04-27T10:59:07.260486
7,3356,2023-04-27T02:04:07.260487
26,2202,2023-04-26T20:38:07.260489
13,2228,2023-04-26T20:33:07.260491
21,1130,2023-04-27T08:03:07.260493
0,208,2023-04-26T22:46:07.260495
24,1816,2023-04-26T20:56:07.260497
25,263,2023-04-26T21:56:07.260499
17,4242,2023-04-27T07:52:07.260501
8,2745,2023-04-26T16:53:07.260503
23,2702,2023-04-27T07:47:07.260504
4,4392,2023-04-27T04:13:07.260506
26,138,2023-04-26T20:58:07.260508
5,570,2023-04-27T01:51:07.260510
3,842,2023-04-27T09:48:07.260512
18,636,2023-04-27T03:10:07.260514
18,3479,2023-04-26T22:00:07.260516
25,3002,2023-04-27T09:15:07.260518
2,3068,2023-04-26T22:43:07.260520
17,1204,2023-04-27T04:27:07.260522
1,2383,2023-04-27T06:44:07.260524
14,1288,2023-04-27T06:51:07.260525
22,2918,2023-04-27T12:48:07.260527
20,4535,2023-04-27T10:42:07.260529
9,1602,2023-04-27T09:49:07.260531
20,509,2023-04-26T18:20:07.260533
11,2573,2023-04-26T17:40:07.260535
21,2776,2023-04-26T23:04:07.260537
27,1656,2023-04-27T13:20:07.260538
23,3105,2023-04-27T11:41:07.260540
25,942,2023-04-26T13:34:07.260542
19,4474,2023-04-26T13:49:07.260544
25,3608,2023-04-27T05:53:07.260546
23,1188,2023-04-26T13:39:07.260548
27,2412,2023-04-26T19:25:07.260549
1,210,2023-04-26T15:47:07.260551
8,3109,2023-04-27T10:06:07.260553
2,4567,2023-04-26T23:45:07.260555
6,1005,2023-04-27T11:40:07.260557
0,1467,2023-04-27T12:03:07.260559
8,3607,2023-04-26T22:05:07.260561
26,3178,2023-04-27T08:42:07.260563
3,3059,2023-04-26T20:18:07.260564
5,578,2023-04-27T04:17:07.260566
26,210,2023-04-27T00:05:07.260568
29,4780,2023-04-26T17:19:07.260570
0,2327,2023-04-26T22:54:07.260572
11,1887,2023-04-26T14:12:07.260574
27,2879,2023-04-26T21:59:07.260576
21,1166,2023-04-26T15:48:07.260577
1,1008,2023-04-27T11:17:07.260579
29,4366,2023-04-26T22:44:07.260581
5,1945,2023-04-27T06:06:07.260583
17,1470,2023-04-27T05:11:07.260585
22,1872,2023-04-27T07:51:07.260587
4,3969,2023-04-27T00:00:07.260588
13,1674,2023-04-27T11:54:07.260590
10,1362,2023-04-26T16:15:07.260592
26,374,2023-04-26T23:49:07.260594
25,1942,2023-04-27T04:24:07.260596
11,319,2023-04-26T20:49:07.260598
24,4618,2023-04-26T20:50:07.260600
