2515.9499,1442.0474197702642
21,3221,2023-04-27T06:54:54.500138
24,366,2023-04-26T16:22:54.500140
1,4911,2023-04-26T18:24:54.500142
26,121,2023-04-26T18:34:54.500144
21,1208,2023-04-27T08:07:54.500146
4,4528,2023-04-27T05:54:54.500147
29,3622,2023-04-27T06:10:54.500149
15,3095,2023-04-27T01:46:54.500151
20,3263,2023-04-27T03:12:54.500153
22,3467,2023-04-26T22:37:54.500155
22,1026,2023-04-27T11:16:54.500157
17,1385,2023-04-27T12:24:54.500159
11,4915,2023-04-27T10:28:54.500160
5,1337,2023-04-27T06:23:54.500162
8,3313,2023-04-27T01:44:54.500164
20,630,2023-04-27T08:26:54.500166
18,4780,2023-04-26T23:47:54.500168
7,135,2023-04-26T13:52:54.500169
3,876,2023-04-26T20:51:54.500171
16,2214,2023-04-27T03:50:54.500173
19,807,2023-04-26T18:40:54.500175
17,1990,2023-04-26T13:57:54.500177
21,4355,2023-04-27T00:23:54.500178
16,184,2023-04-26T18:34:54.500180
4,560,2023-04-26T18:52:54.500182
4,3682,2023-04-26T20:42:54.500184
26,4639,2023-04-26T18:53:54.500186
12,4696,2023-04-26T20:57:54.500188
20,201,2023-04-27T10:16:54.500190
7,2637,2023-04-27T01:53:54.500191
3,1896,2023-04-27T03:16:54.500193
9,4023,2023-04-26T18:24:54.500195
12,4307,2023-04-27T11:08:54.500197
20,507,2023-04-26T23:28:54.500199
8,2424,2023-04-27T04:53:54.500201
19,3301,2023-04-26T14:27:54.500203
23,41,2023-04-27T12:48:54.500204
10,5399,2023-04-26T19:03:54.500206
19,381,2023-04-26T21:39:54.500208
5,320,2023-04-26T23:12:54.500210
29,1632,2023-04-27T00:34:54.500212
14,190,2023-04-26T18:12:54.500214
12,4512,2023-04-27T05:14:54.500215
28,213,2023-04-26T14:27:54.500217
23,137,2023-04-27T11:30:54.500219
13,3377,2023-04-27T10:37:54.500221
1,4079,2023-04-27T01:47:54.500223
6,4820,2023-04-27T07:54:54.500225
21,3836,2023-04-26T22:28:54.500226
20,48,2023-04-27T12:08:54.500228
6,340,2023-04-27T10:58:54.500230
22,1956,2023-04-27T07:42:54.500232
20,642,2023-04-26T14:43:54.500234
9,1524,2023-04-26T15:29:54.500236
29,3145,2023-04-27T11:23:54.500238
15,2339,2023-04-27T09:13:54.500239
14,4142,2023-04-27T04:56:54.500241
1,3702,2023-04-27T04:33:54.500243
5,2623,2023-04-27T05:47:54.500245
7,221,2023-04-27T02:23:54.500247
14,2786,2023-04-26T23:58:54.500249
19,1719,2023-04-26T15:08:54.500251
16,60,2023-04-26T23:59:54.500253
14,2840,2023-04-27T07:47:54.500255
22,2807,2023-04-26T22:57:54.500256
16,4178,2023-04-27T01:19:54.500258
11,3978,2023-04-26T18:57:54.500260
27,143,2023-04-26T22:35:54.500262
11,1894,2023-04-26T18:50:54.500264
4,1786,2023-04-26T19:15:54.500266
4,2972,2023-04-26T20:03:54.500268
16,1357,2023-04-27T03:12:54.500270
2,1850,2023-04-26T17:29:54.500271
14,92,2023-04-26T18:00:54.500273
28,2357,2023-04-26T14:18:54.500275
4,4852,2023-04-27T08:29:54.500277
7,1255,2023-04-26T20:11:54.500279
21,2444,2023-04-27T04:17:54.500281
9,3623,2023-04-27T07:26:54.500283
27,1356,2023-04-27T11:47:54.500285
3,821,2023-04-26T21:32:54.500286
29,685,2023-04-26T17:41:54.500288
22,4628,2023-04-26T19:45:54.500290
21,2130,2023-04-27T00:42:54.500295
21,3941,2023-04-27T02:43:54.500297
14,2416,2023-04-26T18:25:54.500298
1,2438,2023-04-27T07:09:54.500300
22,4920,2023-04-27T01:13:54.500302
16,3682,2023-04-26T15:40:54.500304
14,2441,2023-04-27T10:03:54.500306
4,716,2023-04-26T17:10:54.500308
22,4350,2023-04-26T18:16:54.500309
21,2476,2023-04-26T21:24:54.500311
7,2812,2023-04-27T05:35:54.500313
8,3849,2023-04-26T16:20:54.500315
22,2207,2023-04-27T05:28:54.500317
24,4756,2023-04-26T16:58:54.500319
7,2097,2023-04-26T15:47:54.500320
9,2040,2023-04-27T01:05:54.500322
15,3886,2023-04-27T06:52:54.500324
13,2945,2023-04-26T21:01:54.500326
9,3369,2023-04-26T18:21:54.500328
0,4134,2023-04-27T12:51:54.500330
5,3891,2023-04-27T00:52:54.500332
7,1501,2023-04-27T00:21:54.500333
25,320,2023-04-27T00:41:54.500335
20,4714,2023-04-27T03:12:54.500337
4,3713,2023-04-27T10:58:54.500339
22,1898,2023-04-27T05:29:54.500341
10,17588,2023-04-27T12:59:54.500343
26,1948,2023-04-27T00:04:54.500344
23,150,2023-04-26T18:08:54.500346
24,2877,2023-04-27T07:14:54.500348
26,4464,2023-04-26T23:59:54.500350
18,4114,2023-04-27T07:51:54.500352
27,1652,2023-04-26T16:33:54.500354
11,980,2023-04-26T21:02:54.500356
9,254,2023-04-27T03:00:54.500357
15,1972,2023-04-26T22:28:54.500359
15,3159,2023-04-27T07:56:54.500361
26,2374,2023-04-27T04:37:54.500363
5,2813,2023-04-27T06:59:54.500365
17,15,2023-04-26T18:56:54.500367
15,4701,2023-04-27T04:28:54.500369
6,3086,2023-04-27T06:25:54.500370
18,479,2023-04-27T08:00:54.500372
0,3309,2023-04-27T04:43:54.500374
27,3541,2023-04-26T23:17:54.500376
19,241,2023-04-27T00:57:54.500378
22,3057,2023-04-26T15:29:54.500379
16,1532,2023-04-26T21:12:54.500381
10,2555,2023-04-27T06:57:54.500383
27,3073,2023-04-27T07:00:54.500385
21,2695,2023-04-27T10:29:54.500387
15,368,2023-04-27T10:27:54.500389
10,12833,2023-04-26T15:44:54.500390
29,4464,2023-04-26T17:09:54.500392
5,4601,2023-04-26T21:54:54.500394
21,4304,2023-04-26T22:10:54.500396
10,13434,2023-04-27T03:40:54.500398
22,618,2023-04-26T17:54:54.500400
28,4663,2023-04-26T19:13:54.500401
3,391,2023-04-27T03:14:54.500403
24,4045,2023-04-26T21:38:54.500405
6,2795,2023-04-26T22:02:54.500407
28,3716,2023-04-27T08:59:54.500409
8,63,2023-04-26T16:33:54.500411
17,1413,2023-04-27T04:30:54.500412
21,3623,2023-04-27T02:01:54.500414
22,2401,2023-04-27T13:14:54.500416
7,3804,2023-04-27T04:49:54.500418
14,973,2023-04-27T05:23:54.500420
9,329,2023-04-27T09:02:54.500422
26,2120,2023-04-27T11:11:54.500423
26,3682,2023-04-26T18:27:54.500425
6,3711,2023-04-26T21:35:54.500427
22,2016,2023-04-27T04:35:54.500429
21,4887,2023-04-26T14:07:54.500431
19,623,2023-04-27T13:02:54.500433
8,1950,2023-04-27T11:00:54.500434
11,2394,2023-04-26T22:33:54.500436
1,3302,2023-04-27T10:34:54.500438
26,2052,2023-04-26T19:23:54.500440
3,2441,2023-04-26T23:08:54.500442
24,1543,2023-04-27T01:09:54.500444
24,498,2023-04-26T14:18:54.500446
26,1023,2023-04-27T13:31:54.500448
1,4787,2023-04-27T03:59:54.500450
5,2471,2023-04-27T12:39:54.500451
9,3081,2023-04-26T21:02:54.500453
3,189,2023-04-27T05:20:54.500455
5,1548,2023-04-27T00:42:54.500457
15,4489,2023-04-27T03:48:54.500459
21,3688,2023-04-27T08:07:54.500461
5,4777,2023-04-27T11:39:54.500463
28,1243,2023-04-27T07:20:54.500465
1,224,2023-04-27T07:48:54.500466
10,15471,2023-04-27T07:41:54.500468
19,3567,2023-04-27T00:14:54.500470
3,3279,2023-04-27T13:17:54.500472
1,4795,2023-04-27T01:48:54.500494
24,3239,2023-04-26T19:03:54.500499
29,1277,2023-04-27T01:01:54.500502
18,4753,2023-04-27T02:54:54.500503
6,2839,2023-04-27T03:49:54.500505
10,2634,2023-04-27T01:49:54.500507
27,4017,2023-04-27T02:28:54.500509
13,1935,2023-04-27T11:03:54.500511
26,603,2023-04-27T05:39:54.500513
2,1072,2023-04-26T15:10:54.500515
16,2274,2023-04-27T02:25:54.500516
15,3940,2023-04-27T10:18:54.500518
6,554,2023-04-27T05:35:54.500520
12,1528,2023-04-26T23:48:54.500522
15,2221,2023-04-27T09:56:54.500524
29,4507,2023-04-26T19:57:54.500526
21,3649,2023-04-26T23:28:54.500528
13,478,2023-04-26T18:27:54.500530
17,3077,2023-04-27T08:02:54.500533
23,4489,2023-04-26T16:54:54.500534
13,2109,2023-04-27T05:25:54.500536
29,2291,2023-04-27T01:03:54.500538
28,3255,2023-04-27T09:14:54.500540
21,3242,2023-04-27T03:22:54.500542
22,3497,2023-04-27T08:10:54.500543
5,580,2023-04-27T01:34:54.500545
3,4949,2023-04-27T03:35:54.500547
2,4054,2023-04-27T02:34:54.500549
19,2364,2023-04-27T08:06:54.500551
23,354,2023-04-27T11:13:54.500553
4,4553,2023-04-26T20:40:54.500555
29,1133,2023-04-27T02:27:54.500557
3,3627,2023-04-27T10:52:54.500558
18,3820,2023-04-26T14:13:54.500560
21,37,2023-04-26T14:33:54.500562
14,4977,2023-04-26T18:00:54.500564
12,3476,2023-04-27T07:53:54.500566
24,1315,2023-04-27T01:07:54.500568
26,4511,2023-04-27T06:35:54.500570
21,4220,2023-04-27T04:12:54.500571
28,2521,2023-04-26T14:40:54.500573
4,3380,2023-04-27T10:53:54.500575
16,2599,2023-04-26T20:56:54.500577
26,612,2023-04-27T02:17:54.500579
14,584,2023-04-26T18:32:54.500580
11,3141,2023-04-27T11:03:54.500582
26,700,2023-04-27T06:21:54.500584
25,772,2023-04-27T03:41:54.500586
7,3870,2023-04-27T13:28:54.500588
16,4253,2023-04-27T00:45:54.500590
10,12403,2023-04-27T12:01:54.500591
19,3820,2023-04-26T22:43:54.500596
2,1304,2023-04-26T16:41:54.500598
25,4334,2023-04-26T22:11:54.500600
9,4014,2023-04-26T23:30:54.500602
23,4567,2023-04-27T00:21:54.500604
21,4795,2023-04-26T23:25:54.500606
4,1044,2023-04-27T01:26:54.500607
21,2672,2023-04-27T09:12:54.500609
15,3073,2023-04-26T20:54:54.500611
28,248,2023-04-26T18:04:54.500613
2,2371,2023-04-26T23:10:54.500615
24,3086,2023-04-27T00:25:54.500617
28,4122,2023-04-27T10:29:54.500618
19,994,2023-04-26T19:22:54.500620
6,2600,2023-04-27T00:32:54.500622
12,3149,2023-04-26T14:30:54.500624
2,1436,2023-04-26T20:02:54.500626
22,260,2023-04-26T23:19:54.500628
9,413,2023-04-26T19:39:54.500629
22,1706,2023-04-26T18:07:54.500631
20,2399,2023-04-27T02:52:54.500633
24,1314,2023-04-27T10:21:54.500635
24,2355,2023-04-26T18:50:54.500637
0,226,2023-04-26T18:53:54.500639
6,2306,2023-04-27T10:21:54.500640
12,112,2023-04-27T00:56:54.500642
11,2051,2023-04-26T22:06:54.500644
14,2421,2023-04-26T22:24:54.500646
1,3152,2023-04-27T04:10:54.500648
28,93,2023-04-26T17:10:54.500650
22,4481,2023-04-27T11:49:54.500651
25,1452,2023-04-26T21:53:54.500653
7,3533,2023-04-26T15:06:54.500655
23,1370,2023-04-27T07:31:54.500657
6,2956,2023-04-26T23:06:54.500659
19,2093,2023-04-27T09:25:54.500661
10,12388,2023-04-27T01:18:54.500663
29,634,2023-04-27T09:46:54.500665
23,2109,2023-04-27T06:59:54.500667
10,8411,2023-04-27T08:04:54.500668
26,1151,2023-04-27T10:12:54.500670
7,933,2023-04-26T13:42:54.500672
7,2839,2023-04-26T15:17:54.500674
14,2155,2023-04-27T12:58:54.500676
29,67,2023-04-27T02:43:54.500678
23,4385,2023-04-26T15:56:54.500679
24,3700,2023-04-26T19:20:54.500681
28,4169,2023-04-26T18:13:54.500683
7,1510,2023-04-27T01:51:54.500685
6,977,2023-04-26T18:55:54.500687
9,4784,2023-04-27T12:20:54.500688
6,1827,2023-04-27T12:02:54.500690
6,4493,2023-04-27T13:31:54.500692
29,1932,2023-04-27T11:50:54.500694
17,4630,2023-04-27T06:05:54.500696
7,2663,2023-04-27T11:47:54.500697
23,4980,2023-04-27T02:32:54.500706
5,2321,2023-04-26T20:54:54.500708
18,3427,2023-04-26T23:38:54.500710
25,2743,2023-04-27T08:37:54.500711
0,4421,2023-04-27T06:21:54.500713
1,4572,2023-04-27T10:09:54.500715
12,4303,2023-04-27T04:08:54.500717
17,4412,2023-04-26T19:33:54.500719
18,3642,2023-04-26T16:24:54.500721
20,1979,2023-04-27T08:15:54.500723
21,1070,2023-04-26T15:17:54.500724
6,4306,2023-04-26T19:50:54.500726
7,3540,2023-04-27T00:03:54.500728
11,3933,2023-04-26T18:17:54.500730
11,4796,2023-04-27T02:24:54.500732
15,580,2023-04-26T14:23:54.500734
27,1624,2023-04-26T20:41:54.500736
5,2179,2023-04-26T17:02:54.500737
15,963,2023-04-26T23:17:54.500739
17,3636,2023-04-27T00:20:54.500741
2,2879,2023-04-26T19:32:54.500743
25,676,2023-04-27T10:25:54.500745
6,4308,2023-04-26T14:45:54.500747
23,2113,2023-04-27T01:16:54.500748
6,1994,2023-04-27T10:08:54.500750
12,3007,2023-04-26T18:28:54.500752
0,891,2023-04-26T23:16:54.500754
12,821,2023-04-27T03:32:54.500756
23,4291,2023-04-26T16:55:54.500758
12,4969,2023-04-26T20:36:54.500760
16,2585,2023-04-26T22:50:54.500761
18,4499,2023-04-26T17:31:54.500763
24,527,2023-04-27T09:48:54.500765
1,4946,2023-04-26T13:39:54.500767
0,1088,2023-04-26T17:01:54.500768
22,1858,2023-04-27T13:13:54.500770
6,1164,2023-04-26T18:20:54.500772
23,4687,2023-04-27T06:55:54.500774
18,63,2023-04-27T03:46:54.500776
19,3201,2023-04-26T20:51:54.500778
4,2421,2023-04-27T03:12:54.500780
8,522,2023-04-27T05:33:54.500781
26,453,2023-04-26T14:14:54.500783
18,4989,2023-04-27T04:25:54.500785
10,16721,2023-04-27T02:40:54.500787
4,1429,2023-04-27T05:46:54.500789
19,597,2023-04-27T07:55:54.500791
27,4987,2023-04-27T09:18:54.500792
22,1529,2023-04-27T02:56:54.500794
3,2353,2023-04-26T22:14:54.500796
2,1424,2023-04-27T09:34:54.500798
26,4154,2023-04-27T02:00:54.500803
20,229,2023-04-27T02:25:54.500804
10,11787,2023-04-26T23:56:54.500806
14,4451,2023-04-27T12:52:54.500808
8,1015,2023-04-27T04:10:54.500810
27,1169,2023-04-27T03:35:54.500812
28,1414,2023-04-27T06:51:54.500813
17,1912,2023-04-27T05:50:54.500815
0,903,2023-04-26T23:32:54.500817
8,2262,2023-04-27T11:40:54.500819
15,3597,2023-04-26T20:02:54.500821
3,647,2023-04-27T05:41:54.500822
4,771,2023-04-26T18:20:54.500824
27,2881,2023-04-26T16:06:54.500826
17,1944,2023-04-27T04:02:54.500828
27,1559,2023-04-26T22:57:54.500830
11,1935,2023-04-27T08:53:54.500831
23,3991,2023-04-27T06:41:54.500833
25,124,2023-04-27T07:22:54.500835
15,4806,2023-04-27T02:20:54.500837
17,4711,2023-04-26T22:03:54.500839
27,4238,2023-04-27T01:41:54.500841
17,3967,2023-04-27T13:33:54.500842
13,3825,2023-04-26T22:38:54.500844
21,4412,2023-04-26T21:17:54.500846
22,3179,2023-04-27T10:19:54.500848
28,103,2023-04-27T09:45:54.500850
11,4670,2023-04-27T07:29:54.500851
0,3983,2023-04-26T21:59:54.500853
1,2959,2023-04-27T10:22:54.500855
11,1380,2023-04-27T01:38:54.500857
2,2564,2023-04-27T12:33:54.500859
10,3749,2023-04-27T01:49:54.500863
26,1850,2023-04-26T21:52:54.500865
7,2673,2023-04-26T17:15:54.500867
10,22405,2023-04-27T13:04:54.500869
11,1175,2023-04-27T08:21:54.500871
11,41,2023-04-27T02:27:54.500872
26,1137,2023-04-27T02:54:54.500874
7,3232,2023-04-27T00:19:54.500876
19,4581,2023-04-26T14:20:54.500878
26,471,2023-04-27T11:38:54.500879
3,1843,2023-04-27T06:58:54.500881
20,4119,2023-04-26T14:52:54.500883
28,805,2023-04-27T09:49:54.500885
11,557,2023-04-27T09:38:54.500887
9,1950,2023-04-27T10:45:54.500889
3,1320,2023-04-27T04:45:54.500890
22,4143,2023-04-27T00:38:54.500892
12,3295,2023-04-27T13:31:54.500894
26,2130,2023-04-27T11:52:54.500896
7,4453,2023-04-26T15:00:54.500898
12,1395,2023-04-26T15:30:54.500900
5,662,2023-04-27T04:04:54.500901
14,1372,2023-04-27T01:21:54.500903
19,905,2023-04-26T22:32:54.500905
17,4004,2023-04-27T03:12:54.500907
19,3221,2023-04-26T21:49:54.500909
5,3661,2023-04-27T03:48:54.500911
28,2587,2023-04-27T04:49:54.500912
1,4799,2023-04-27T00:09:54.500914
17,2620,2023-04-27T00:35:54.500916
26,740,2023-04-26T16:38:54.500918
4,630,2023-04-27T08:30:54.500920
24,4654,2023-04-27T01:10:54.500921
13,1387,2023-04-27T10:03:54.500923
5,2644,2023-04-26T16:40:54.500925
23,1565,2023-04-27T06:54:54.500927
9,3856,2023-04-27T12:30:54.500929
6,4534,2023-04-27T13:06:54.500931
25,3224,2023-04-27T13:21:54.500933
26,2226,2023-04-27T09:09:54.500935
28,588,2023-04-27T05:08:54.500937
19,1557,2023-04-27T00:04:54.500938
15,236,2023-04-27T13:35:54.500940
17,4753,2023-04-26T20:38:54.500942
26,3448,2023-04-27T00:48:54.500944
23,119,2023-04-27T07:58:54.500946
12,1875,2023-04-26T17:51:54.500948
13,1569,2023-04-26T17:02:54.500950
14,2734,2023-04-27T10:56:54.500952
11,2245,2023-04-27T08:53:54.500954
1,2097,2023-04-27T13:25:54.500955
17,836,2023-04-26T16:19:54.500958
1,4371,2023-04-26T15:29:54.500960
28,2301,2023-04-26T17:11:54.500961
18,4704,2023-04-26T16:36:54.500963
2,4280,2023-04-26T15:52:54.500965
25,965,2023-04-27T07:44:54.500966
16,3322,2023-04-26T19:29:54.500968
19,1642,2023-04-26T15:16:54.500970
11,2357,2023-04-26T19:29:54.500971
19,1534,2023-04-27T10:11:54.500973
19,4405,2023-04-27T12:57:54.500975
7,370,2023-04-26T16:16:54.500976
2,926,2023-04-26T19:30:54.500978
19,2240,2023-04-26T17:57:54.500980
28,1149,2023-04-26T19:21:54.500981
12,1352,2023-04-26T15:13:54.500983
19,3314,2023-04-27T00:37:54.500988
22,1343,2023-04-26T17:44:54.500990
8,690,2023-04-26T19:40:54.500992
8,2328,2023-04-26T21:30:54.500993
10,13161,2023-04-26T23:30:54.500995
21,4349,2023-04-27T04:23:54.500996
13,2025,2023-04-26T23:53:54.500998
13,1196,2023-04-27T11:05:54.501000
0,4377,2023-04-27T13:26:54.501002
16,3075,2023-04-27T02:01:54.501003
2,97,2023-04-26T16:42:54.501005
10,2973,2023-04-26T13:57:54.501007
9,1824,2023-04-27T00:03:54.501008
5,4280,2023-04-26T20:57:54.501010
25,924,2023-04-26T19:56:54.501012
4,2340,2023-04-26T17:01:54.501013
6,455,2023-04-26T20:54:54.501015
28,3415,2023-04-26T16:25:54.501017
14,4074,2023-04-27T05:13:54.501018
25,97,2023-04-26T23:22:54.501020
26,4318,2023-04-26T19:51:54.501022
4,4792,2023-04-27T04:16:54.501023
7,2160,2023-04-27T10:24:54.501025
8,1304,2023-04-27T10:05:54.501027
25,3576,2023-04-27T06:26:54.501028
23,16,2023-04-26T16:43:54.501030
14,4270,2023-04-26T14:28:54.501032
3,2850,2023-04-26T17:34:54.501033
18,1299,2023-04-27T10:00:54.501035
21,1226,2023-04-27T00:48:54.501037
25,1301,2023-04-26T19:36:54.501038
14,1517,2023-04-27T02:15:54.501040
11,2726,2023-04-26T15:27:54.501042
7,2391,2023-04-27T00:28:54.501043
10,12726,2023-04-27T03:27:54.501045
20,2262,2023-04-27T03:44:54.501047
22,3701,2023-04-27T09:45:54.501049
3,2846,2023-04-26T21:27:54.501050
17,2537,2023-04-27T08:36:54.501052
10,14101,2023-04-27T09:50:54.501053
14,3161,2023-04-26T19:39:54.501055
27,3541,2023-04-26T17:22:54.501057
6,3403,2023-04-26T23:48:54.501058
25,4666,2023-04-27T04:40:54.501060
11,2484,2023-04-26T23:33:54.501062
12,498,2023-04-27T01:49:54.501063
4,1508,2023-04-27T06:49:54.501065
27,4726,2023-04-27T11:02:54.501067
13,1753,2023-04-27T13:33:54.501069
9,153,2023-04-27T02:34:54.501070
25,3137,2023-04-27T03:54:54.501072
25,1461,2023-04-26T16:32:54.501074
28,1993,2023-04-27T02:05:54.501075
20,3483,2023-04-27T03:30:54.501077
3,4401,2023-04-26T13:55:54.501083
4,2117,2023-04-26T19:15:54.501085
28,2101,2023-04-27T05:02:54.501087
13,2951,2023-04-26T19:27:54.501088
10,6426,2023-04-27T02:09:54.501090
28,3836,2023-04-27T13:31:54.501092
2,561,2023-04-27T05:43:54.501094
13,3767,2023-04-27T06:41:54.501095
9,4437,2023-04-27T08:22:54.501097
25,3879,2023-04-26T18:06:54.501099
9,3069,2023-04-27T11:05:54.501100
18,2227,2023-04-27T10:38:54.501102
15,1086,2023-04-27T10:33:54.501104
6,2879,2023-04-27T06:06:54.501105
2,1775,2023-04-26T15:23:54.501107
8,2086,2023-04-27T06:14:54.501109
17,3762,2023-04-26T20:54:54.501111
14,1217,2023-04-26T20:20:54.501112
5,3148,2023-04-26T17:50:54.501114
25,1128,2023-04-27T12:25:54.501115
10,278,2023-04-26T18:51:54.501117
2,3796,2023-04-27T08:37:54.501119
22,4866,2023-04-26T23:34:54.501121
29,1219,2023-04-27T01:54:54.501122
11,3153,2023-04-27T01:52:54.501124
14,993,2023-04-27T03:29:54.501126
22,1368,2023-04-26T13:59:54.501127
17,2266,2023-04-27T11:28:54.501129
28,956,2023-04-27T13:22:54.501131
6,3539,2023-04-26T16:07:54.501132
6,394,2023-04-26T14:36:54.501134
27,1743,2023-04-27T06:16:54.501136
19,3524,2023-04-26T23:33:54.501138
25,171,2023-04-27T01:17:54.501139
6,3211,2023-04-26T20:11:54.501141
4,46,2023-04-27T06:53:54.501143
18,4426,2023-04-27T08:40:54.501144
28,1243,2023-04-27T06:04:54.501146
8,4712,2023-04-26T21:59:54.501148
21,905,2023-04-27T00:51:54.501149
7,3295,2023-04-27T11:38:54.501151
27,4341,2023-04-27T07:41:54.501153
23,2061,2023-04-27T10:18:54.501155
17,4014,2023-04-27T00:10:54.501156
1,725,2023-04-27T10:06:54.501158
0,905,2023-04-27T02:35:54.501160
7,3346,2023-04-27T08:59:54.501161
24,1356,2023-04-26T14:13:54.501163
11,3775,2023-04-27T04:15:54.501165
6,4729,2023-04-26T14:07:54.501166
15,3177,2023-04-26T21:26:54.501168
3,153,2023-04-26T18:37:54.501170
2,4836,2023-04-26T15:02:54.501171
3,2024,2023-04-27T06:34:54.501173
1,844,2023-04-26T20:19:54.501175
24,1089,2023-04-27T02:14:54.501176
2,4212,2023-04-26T22:20:54.501178
1,4928,2023-04-26T20:29:54.501180
0,3123,2023-04-27T02:29:54.501181
26,2542,2023-04-27T03:48:54.501183
20,4687,2023-04-26T22:31:54.501185
9,159,2023-04-27T10:01:54.501187
8,1803,2023-04-26T17:30:54.501188
6,2266,2023-04-27T10:23:54.501190
23,4030,2023-04-27T11:51:54.501192
20,2798,2023-04-26T20:33:54.501193
25,1010,2023-04-27T09:56:54.501195
20,2090,2023-04-27T02:34:54.501196
10,6867,2023-04-27T08:11:54.501198
17,4450,2023-04-27T05:28:54.501200
29,4300,2023-04-26T19:02:54.501202
14,849,2023-04-26T23:03:54.501203
23,2188,2023-04-26T18:42:54.501205
14,2922,2023-04-27T06:51:54.501207
0,3654,2023-04-27T03:30:54.501208
6,3627,2023-04-26T16:42:54.501210
19,2994,2023-04-27T13:18:54.501212
4,4572,2023-04-26T17:32:54.501213
3,334,2023-04-26T14:31:54.501215
2,1532,2023-04-27T11:25:54.501217
22,3466,2023-04-27T04:47:54.501218
27,2704,2023-04-27T01:34:54.501220
0,3086,2023-04-27T04:37:54.501222
23,230,2023-04-27T03:43:54.501224
16,3689,2023-04-26T22:20:54.501225
12,1670,2023-04-27T03:32:54.501227
20,1885,2023-04-27T09:04:54.501229
20,475,2023-04-27T10:28:54.501230
15,2108,2023-04-27T09:20:54.501232
29,4794,2023-04-27T02:01:54.501234
5,1808,2023-04-26T13:43:54.501235
14,3354,2023-04-26T23:43:54.501237
18,3470,2023-04-27T09:34:54.501239
4,701,2023-04-26T16:23:54.501241
13,2764,2023-04-26T16:56:54.501242
25,4115,2023-04-26T14:13:54.501244
12,865,2023-04-26T16:09:54.501246
4,3462,2023-04-27T09:28:54.501247
21,4738,2023-04-27T04:21:54.501249
5,2641,2023-04-26T22:07:54.501251
12,4564,2023-04-27T01:51:54.501252
6,1624,2023-04-27T01:45:54.501254
4,3802,2023-04-26T17:35:54.501256
17,1509,2023-04-27T08:32:54.501257
10,7101,2023-04-26T17:13:54.501259
12,3978,2023-04-26T22:31:54.501261
8,1873,2023-04-26T22:50:54.501263
13,2655,2023-04-26T15:19:54.501264
17,3906,2023-04-27T06:21:54.501266
22,2183,2023-04-26T18:39:54.501268
16,1836,2023-04-26T14:20:54.501269
27,870,2023-04-26T18:45:54.501271
18,1980,2023-04-26T18:32:54.501273
19,3470,2023-04-27T02:14:54.501275
23,3019,2023-04-26T23:57:54.501276
14,2615,2023-04-27T12:05:54.501278
23,645,2023-04-27T13:01:54.501280
4,1449,2023-04-27T07:11:54.501282
1,2250,2023-04-27T05:46:54.501283
19,2709,2023-04-26T18:37:54.501285
13,446,2023-04-27T08:11:54.501287
25,833,2023-04-27T13:00:54.501288
24,3393,2023-04-26T22:35:54.501290
0,2419,2023-04-27T01:50:54.501292
11,1533,2023-04-27T04:51:54.501293
12,4416,2023-04-26T23:41:54.501295
25,2793,2023-04-26T21:38:54.501297
12,4585,2023-04-27T04:23:54.501298
12,4436,2023-04-26T16:48:54.501300
6,785,2023-04-27T09:39:54.501302
16,1697,2023-04-27T02:42:54.501304
21,3683,2023-04-27T01:30:54.501305
21,1560,2023-04-27T03:03:54.501307
18,3362,2023-04-27T09:34:54.501309
25,121,2023-04-26T14:27:54.501311
1,3200,2023-04-27T04:55:54.501312
11,399,2023-04-27T00:52:54.501314
14,4449,2023-04-27T12:36:54.501316
8,3271,2023-04-27T02:10:54.501317
12,1215,2023-04-27T05:26:54.501319
20,1258,2023-04-26T17:26:54.501321
28,2703,2023-04-26T14:21:54.501323
4,4858,2023-04-26T18:26:54.501324
23,1505,2023-04-27T05:11:54.501326
16,3940,2023-04-27T01:14:54.501328
4,1226,2023-04-27T10:52:54.501330
14,3889,2023-04-27T10:37:54.501332
5,1634,2023-04-27T11:06:54.501333
20,740,2023-04-26T19:39:54.501335
27,1004,2023-04-26T22:50:54.501337
18,4856,2023-04-26T14:56:54.501339
13,2126,2023-04-27T04:55:54.501340
29,4678,2023-04-26T22:35:54.501342
2,2483,2023-04-26T14:36:54.501344
26,3054,2023-04-27T03:47:54.501345
26,4562,2023-04-26T16:33:54.501347
29,2930,2023-04-26T22:04:54.501349
12,2625,2023-04-27T13:32:54.501351
28,4808,2023-04-27T04:00:54.501352
14,4738,2023-04-27T11:42:54.501354
12,312,2023-04-27T02:17:54.501356
22,3664,2023-04-27T11:00:54.501357
7,4469,2023-04-27T04:41:54.501359
15,4025,2023-04-27T10:45:54.501361
12,4609,2023-04-26T16:43:54.501362
3,3273,2023-04-26T15:57:54.501364
3,2183,2023-04-26T23:49:54.501366
21,482,2023-04-27T11:54:54.501367
24,3167,2023-04-26T13:46:54.501369
3,3456,2023-04-26T22:14:54.501371
24,496,2023-04-26T19:29:54.501373
7,4478,2023-04-27T09:12:54.501374
21,4772,2023-04-27T09:20:54.501376
2,1596,2023-04-26T17:51:54.501378
19,651,2023-04-27T08:51:54.501379
6,4073,2023-04-27T06:37:54.501381
24,456,2023-04-26T16:11:54.501383
27,4663,2023-04-27T03:45:54.501385
18,1504,2023-04-26T20:02:54.501387
3,1278,2023-04-26T21:20:54.501388
5,3455,2023-04-27T02:40:54.501390
